fecha,Id_almacen,operaciones_diarias,eficiencia_diaria,volumen_operado,movimientos_diarios,cantidad_movida,ratio_volumen_eficiencia,clasificacion_rendimiento
2024-01-08,2,68,99.83823527308071,856.1200032830238,1,607.6699829101562,1736.2,Rendimiento Estándar
2024-01-08,3,63,102.14285670764862,828.1999974250793,0,0,82820,Rendimiento Estándar
2024-01-08,4,60,104.0499997138977,762.1600009202957,1,800.8300170898438,6780.78,Rendimiento Estándar
2024-01-08,5,57,96.80701766097755,752.7399995923042,1,858.9299926757812,3684.48,Rendimiento Estándar
2024-01-09,1,64,103.79687482491136,799.5100033283234,0,0,79951,Rendimiento Estándar
2024-01-09,2,51,102.03921479337356,749.8600010275841,0,0,74986,Rendimiento Estándar
2024-01-09,3,57,100.6842109194973,742.2199997901917,2,1452.3199462890625,2792.4,Rendimiento Estándar
2024-01-09,4,51,104.11764675495672,583.9300030469894,1,132.2100067138672,1710.9,Rendimiento Estándar
2024-01-09,5,50,99.7799996137619,655.6799988746643,1,558.8599853515625,1675.65,Rendimiento Estándar
2024-01-10,1,49,107.26530600567253,571.5200003385544,0,0,57152,Rendimiento Estándar
2024-01-10,2,74,98.68918939216717,1018.7400033473969,0,0,101874,Rendimiento Estándar
2024-01-10,3,58,100.63793083717083,713.9000017642975,0,0,71390,Rendimiento Estándar
2024-01-10,4,52,94.82692296688373,712.9599985480309,1,252.57000732421875,8417.47,Rendimiento Estándar
2024-01-10,5,64,98.29687550663948,744.2000025510788,0,0,74420,Rendimiento Estándar
2024-01-11,1,67,100.19402975466714,904.4200009703636,0,0,90442,Rendimiento Estándar
2024-01-11,2,52,96.90384658483359,680.1900060772896,0,0,68019,Rendimiento Estándar
2024-01-11,3,76,101.23684218055324,974.4199959039688,1,940.3300170898438,3633.18,Rendimiento Estándar
2024-01-11,4,46,100.32608651596566,587.7500036358833,1,505.5400085449219,2348.18,Rendimiento Estándar
2024-01-11,5,55,100.5818177353252,718.049999833107,0,0,71805,Rendimiento Estándar
2024-01-12,1,68,95.08823550799313,916.9399961233139,0,0,91694,Rendimiento Estándar
2024-01-12,2,55,97.76363578709689,781.8599988222122,0,0,78186,Rendimiento Estándar
2024-01-12,3,65,96.1384612780351,877.9099970459938,1,62.02000045776367,1802.69,Rendimiento Estándar
2024-01-12,4,65,102.3230765416072,902.3100055456161,2,876.8999824523926,1411.62,Rendimiento Estándar
2024-01-12,5,59,96.91525414838628,775.5000007152557,2,1010.0799789428711,1115.03,Rendimiento Estándar
2024-01-13,1,55,96.5818178653717,705.4599976539612,2,1043.2900085449219,934.14,Rendimiento Estándar
2024-01-13,2,68,104.41176488119012,806.6699991226196,0,0,80667,Rendimiento Estándar
2024-01-13,3,62,98.20967768469164,751.7099985480309,0,0,75171,Rendimiento Estándar
2024-01-13,4,51,102.39215750320285,643.5300048589706,0,0,64353,Rendimiento Estándar
2024-01-13,5,56,99.25000071525574,676.7400020360947,0,0,67674,Rendimiento Estándar
2024-01-14,1,60,97.14999963839848,733.2800001502037,1,306.92999267578125,1527.35,Rendimiento Estándar
2024-01-14,2,56,103.03571447730064,722.969997882843,2,1705.22998046875,1466.17,Rendimiento Estándar
2024-01-14,3,54,105.3148149340241,679.750001847744,1,498.0899963378906,1445.35,Rendimiento Estándar
2024-01-14,4,77,98.805194860929,974.879999756813,1,705.8699951171875,3383.83,Rendimiento Estándar
2024-01-14,5,60,98.50000033775966,800.5400011539459,0,0,80054,Rendimiento Estándar
2024-01-15,1,62,99.11290311044262,811.0500047206879,1,79.8499984741211,1675.38,Rendimiento Estándar
2024-01-15,2,68,100.52941231166615,820.050001680851,2,728.6599884033203,1466.99,Rendimiento Estándar
2024-01-15,3,43,98.90697737072789,538.1500015258789,1,174.80999755859375,2145.73,Rendimiento Estándar
2024-01-15,4,67,100.74626838982994,810.9600001573563,0,0,81096,Rendimiento Estándar
2024-01-15,5,60,100.56666632493337,784.1799985170364,0,0,78418,Rendimiento Estándar
2024-01-16,1,54,105.37037021583981,736.5899963378906,0,0,73659,Rendimiento Estándar
2024-01-16,2,60,100.83333402872086,765.2300005555153,1,319.4700012207031,1605.27,Rendimiento Estándar
2024-01-16,3,66,99.77272712823117,764.9099944829941,1,889.239990234375,49032.69,Rendimiento Estándar
2024-01-16,4,76,95.48684217427906,875.5199994444847,0,0,87552,Rendimiento Estándar
2024-01-16,5,59,97.71186477046902,767.5899968743324,0,0,76759,Rendimiento Estándar
2024-01-17,1,78,94.01282033859155,925.079997420311,1,520.0599975585938,1958.67,Rendimiento Estándar
2024-01-17,2,71,97.59154949389713,848.359995007515,1,342.6199951171875,2226.67,Rendimiento Estándar
2024-01-17,3,69,103.44927466433982,941.9199960231781,2,1845.0399780273438,1415.14,Rendimiento Estándar
2024-01-17,4,66,101.09090904394786,854.2700049877167,0,0,85427,Rendimiento Estándar
2024-01-17,5,60,96.60000026226044,716.6599934697151,1,130.63999938964844,2404.09,Rendimiento Estándar
2024-01-18,1,74,99.31081090424512,919.8299996256828,0,0,91983,Rendimiento Estándar
2024-01-18,2,67,97.99999977225688,813.5599963068962,0,0,81356,Rendimiento Estándar
2024-01-18,3,69,102.18840552412945,765.559994995594,0,0,76556,Rendimiento Estándar
2024-01-18,4,79,101.26582278481013,977.8999946117401,0,0,97790,Rendimiento Estándar
2024-01-18,5,54,96.24074101448059,653.1300019025803,0,0,65313,Rendimiento Estándar
2024-01-19,1,63,101.190475812034,834.7699996232986,2,809.3399999141693,1636.16,Rendimiento Estándar
2024-01-19,2,50,100.14000022411346,692.5200034379959,0,0,69252,Rendimiento Estándar
2024-01-19,3,53,95.6037737288565,688.2300094366074,0,0,68823,Rendimiento Estándar
2024-01-19,4,65,103.06153902640709,826.099995970726,0,0,82610,Rendimiento Estándar
2024-01-19,5,52,103.63461535710555,571.1700006723404,0,0,57117,Rendimiento Estándar
2024-01-20,1,49,101.30612314963827,694.7900035381317,0,0,69479,Rendimiento Estándar
2024-01-20,2,60,103.36666653553645,784.3199949860573,0,0,78432,Rendimiento Estándar
2024-01-20,3,70,104.41428644316537,809.1999961733818,1,664.3200073242188,2798.06,Rendimiento Estándar
2024-01-20,4,56,101.57142813716615,709.0499980449677,0,0,70905,Rendimiento Estándar
2024-01-20,5,65,96.87692321263826,745.3999965190887,0,0,74540,Rendimiento Estándar
2024-01-21,1,61,103.81967200607549,782.5000021457672,1,298.7799987792969,2846.49,Rendimiento Estándar
2024-01-21,2,55,95.41818217797713,675.8000010251999,0,0,67580,Rendimiento Estándar
2024-01-21,3,50,104.67999970912933,551.0299974679947,0,0,55103,Rendimiento Estándar
2024-01-21,4,61,98.80327875496911,704.800001680851,0,0,70480,Rendimiento Estándar
2024-01-21,5,66,93.84848484487244,829.2300053834915,0,0,82923,Rendimiento Estándar
2024-01-22,1,59,97.20338946681912,703.0499996542931,1,212.5399932861328,2065.97,Rendimiento Estándar
2024-01-22,2,63,99.42857150047544,689.4699994325638,1,858.7100219726562,11192.7,Rendimiento Estándar
2024-01-22,3,61,100.42622949256273,770.6699956059456,0,0,77067,Rendimiento Estándar
2024-01-22,4,61,100.78688508174459,787.4800020456314,1,260.2900085449219,2515.91,Rendimiento Estándar
2024-01-22,5,53,100.6603772910136,671.6000000834465,0,0,67160,Rendimiento Estándar
2024-01-23,1,66,100.71212134578012,881.1699984669685,0,0,88117,Rendimiento Estándar
2024-01-23,2,58,102.31034457683563,755.2900019288063,1,668.5499877929688,2477.17,Rendimiento Estándar
2024-01-23,3,61,95.52458983952882,778.2799970507622,0,0,77828,Rendimiento Estándar
2024-01-23,4,73,97.24657519222939,1047.9899964928627,0,0,104799,Rendimiento Estándar
2024-01-23,5,60,103.48333368698756,843.4099954366684,1,864.3400268554688,3704.04,Rendimiento Estándar
2024-01-24,1,61,95.93442629595272,854.2399981021881,0,0,85424,Rendimiento Estándar
2024-01-24,2,62,101.72580644007651,743.1999980211258,1,111.81999969482422,6502.19,Rendimiento Estándar
2024-01-24,3,52,95.01923059041684,579.799996972084,0,0,57980,Rendimiento Estándar
2024-01-24,4,49,96.36734663223734,550.8100016117096,0,0,55081,Rendimiento Estándar
2024-01-24,5,55,103.52727272293785,658.4299997091293,1,305.260009765625,4162.01,Rendimiento Estándar
2024-01-25,1,52,96.11538511056168,709.8700023293495,1,151.14999389648438,8085.08,Rendimiento Estándar
2024-01-25,2,65,103.81538455302899,766.4000009298325,0,0,76640,Rendimiento Estándar
2024-01-25,3,61,100.2950821743637,777.1700003147125,0,0,77717,Rendimiento Estándar
2024-01-25,4,54,97.12962872452206,611.0599993467331,1,37.630001068115234,1831.71,Rendimiento Estándar
2024-01-25,5,56,95.50000014049667,666.0599961876869,1,696.97998046875,2005,Rendimiento Estándar
2024-01-26,1,63,99.53968269484383,832.7199996709824,0,0,83272,Rendimiento Estándar
2024-01-26,2,69,94.47826121164404,865.66000020504,0,0,86566,Rendimiento Estándar
2024-01-26,3,57,106.91228122041936,682.9300006628036,0,0,68293,Rendimiento Estándar
2024-01-26,4,64,102.21874928101897,847.0099995732307,0,0,84701,Rendimiento Estándar
2024-01-26,5,68,96.86764715348973,916.9900052547455,1,432.17999267578125,9532.12,Rendimiento Estándar
2024-01-27,1,57,99.03508801209298,755.6700044870377,1,349.8699951171875,3099.55,Rendimiento Estándar
2024-01-27,2,66,99.16666601643418,771.0199977755547,1,55.029998779296875,1878.7,Rendimiento Estándar
2024-01-27,3,66,97.5909092209556,845.6600013971329,0,0,84566,Rendimiento Estándar
2024-01-27,4,69,97.49275376831275,941.6099999547005,0,0,94161,Rendimiento Estándar
2024-01-27,5,56,101.4464286821229,658.0700038671494,0,0,65807,Rendimiento Estándar
2024-01-28,1,50,107.64000034332275,699.8700011968613,1,447.0799865722656,19549.44,Rendimiento Estándar
2024-01-28,2,58,97.60344830052607,769.0400025844574,0,0,76904,Rendimiento Estándar
2024-01-28,3,69,103.68115910585377,840.729998767376,0,0,84073,Rendimiento Estándar
2024-01-28,4,51,97.9215681552887,646.74999833107,0,0,64675,Rendimiento Estándar
2024-01-28,5,60,101.20000054438908,703.3899968862534,2,1199.9599609375,1801.25,Rendimiento Estándar
2024-01-29,1,60,96.36666685342789,740.6900039315224,0,0,74069,Rendimiento Estándar
2024-01-29,2,61,102.93442694867242,682.2199962735176,0,0,68222,Rendimiento Estándar
2024-01-29,3,61,102.5245901013984,812.7499952316284,0,0,81275,Rendimiento Estándar
2024-01-29,4,51,100.6470585570616,671.2200019359589,1,52.11000061035156,10003.28,Rendimiento Estándar
2024-01-29,5,60,104.53333308299382,793.3100009560585,0,0,79331,Rendimiento Estándar
2024-01-30,1,74,102.43243236799498,872.5199987888336,1,800.260009765625,1991.6,Rendimiento Estándar
2024-01-30,2,57,98.71929748016491,777.3200006484985,0,0,77732,Rendimiento Estándar
2024-01-30,3,62,98.16128996110731,789.8900020122528,0,0,78989,Rendimiento Estándar
2024-01-30,4,69,102.3043477880782,991.3499991893768,0,0,99135,Rendimiento Estándar
2024-01-30,5,60,96.3166669011116,674.6299976706505,0,0,67463,Rendimiento Estándar
2024-01-31,1,68,101.94117654772366,920.2099924683571,0,0,92021,Rendimiento Estándar
2024-01-31,2,61,98.45901610421353,736.7699965834618,0,0,73677,Rendimiento Estándar
2024-01-31,3,64,100.29687555506825,748.4999995231628,0,0,74850,Rendimiento Estándar
2024-01-31,4,58,98.58620639505058,794.2399933338165,0,0,79424,Rendimiento Estándar
2024-01-31,5,66,102.27272790489775,900.5099986791611,1,14.510000228881836,3814.1,Rendimiento Estándar
2024-02-01,1,50,104.26000010967256,573.9500014185905,0,0,57395,Rendimiento Estándar
2024-02-01,2,55,101.03636373173106,626.5600021481514,0,0,62656,Rendimiento Estándar
2024-02-01,3,70,104.72857041018351,862.1900013685226,0,0,86219,Rendimiento Estándar
2024-02-01,4,64,100.45312475413084,852.1799986362457,1,218.3800048828125,2377.73,Rendimiento Estándar
2024-02-01,5,61,104.81967134553878,730.9200028181076,1,102.12000274658203,4715.61,Rendimiento Estándar
2024-02-02,1,56,104.6071429337774,774.4999972581863,0,0,77450,Rendimiento Estándar
2024-02-02,2,65,99.96923043177678,908.19000685215,0,0,90819,Rendimiento Estándar
2024-02-02,3,74,100.70270291856818,1060.57000207901,0,0,106057,Rendimiento Estándar
2024-02-02,4,65,100.56923050146835,876.4700006246567,0,0,87647,Rendimiento Estándar
2024-02-02,5,60,98.64999999602637,729.9099982976913,1,96.41000366210938,2317.17,Rendimiento Estándar
2024-02-03,1,66,103.56060591610996,807.9000003933907,1,200.99000549316406,2448.18,Rendimiento Estándar
2024-02-03,2,77,99.87012991657505,891.8100025653839,0,0,89181,Rendimiento Estándar
2024-02-03,3,68,98.05882327696857,875.689994096756,3,1325.8899841308594,1292.91,Rendimiento Estándar
2024-02-03,4,61,101.75409834893023,834.599999666214,0,0,83460,Rendimiento Estándar
2024-02-03,5,61,102.26229575813794,797.2399977445602,0,0,79724,Rendimiento Estándar
2024-02-04,1,65,102.0923072558183,734.2999964356422,0,0,73430,Rendimiento Estándar
2024-02-04,2,62,98.04838713138334,785.6099994778633,0,0,78561,Rendimiento Estándar
2024-02-04,3,62,100.08064537279067,898.0900019407272,0,0,89809,Rendimiento Estándar
2024-02-04,4,66,99.95454540758422,932.8099983930588,0,0,93281,Rendimiento Estándar
2024-02-04,5,64,98.4062503091991,789.6499969959259,0,0,78965,Rendimiento Estándar
2024-02-05,1,78,97.7435895265677,1068.930002272129,0,0,106893,Rendimiento Estándar
2024-02-05,2,63,101.12698447136653,781.9499977231026,1,536.6900024414062,17893.59,Rendimiento Estándar
2024-02-05,3,58,94.32758586160068,733.989999294281,0,0,73399,Rendimiento Estándar
2024-02-05,4,65,99.64615372511057,841.5100018978119,0,0,84151,Rendimiento Estándar
2024-02-05,5,64,95.17187494784594,811.3099964857101,1,248.1199951171875,2078.15,Rendimiento Estándar
2024-02-06,1,70,104.9428572825023,927.6500057578087,1,676.77001953125,9847.66,Rendimiento Estándar
2024-02-06,2,65,97.80000017239497,835.4500015974045,0,0,83545,Rendimiento Estándar
2024-02-06,3,68,98.11764718855129,813.7299956083298,1,157.57000732421875,2618.18,Rendimiento Estándar
2024-02-06,4,57,94.91228074358222,643.8899999856949,0,0,64389,Rendimiento Estándar
2024-02-06,5,54,103.40740669656682,611.6899977326393,0,0,61169,Rendimiento Estándar
2024-02-07,1,69,98.14492757769598,895.7700008153915,1,756.9000244140625,2811.58,Rendimiento Estándar
2024-02-07,2,44,102.77272679589011,521.909997522831,0,0,52191,Rendimiento Estándar
2024-02-07,3,70,93.22857115949903,967.1999999284744,0,0,96720,Rendimiento Estándar
2024-02-07,4,55,95.6909091906114,712.5100018382072,1,834.0599975585938,12076.44,Rendimiento Estándar
2024-02-07,5,63,103.20634945990548,768.9899998903275,2,1808.6400146484375,1047.38,Rendimiento Estándar
2024-02-08,1,58,100.70689628864157,763.0299978256226,0,0,76303,Rendimiento Estándar
2024-02-08,2,67,101.20895442677968,891.7599946856499,0,0,89176,Rendimiento Estándar
2024-02-08,3,50,97.94000029563904,564.3199981451035,0,0,56432,Rendimiento Estándar
2024-02-08,4,58,97.75862066910184,776.3299977779388,0,0,77633,Rendimiento Estándar
2024-02-08,5,50,98.19999969005585,703.3299978971481,0,0,70333,Rendimiento Estándar
2024-02-09,1,69,98.55072481044824,919.990008354187,0,0,91999,Rendimiento Estándar
2024-02-09,2,57,102.33333309491475,789.7900004386902,2,1531.7300415039062,1387.06,Rendimiento Estándar
2024-02-09,3,63,107.47619044213069,833.2399997115135,0,0,83324,Rendimiento Estándar
2024-02-09,4,48,95.60416638851166,645.4699995517731,1,200.61000061035156,1524.49,Rendimiento Estándar
2024-02-09,5,74,103.22972922711759,1002.3500055670738,0,0,100235,Rendimiento Estándar
2024-02-10,1,55,97.32727321711454,716.0699983239174,0,0,71607,Rendimiento Estándar
2024-02-10,2,51,95.29411746006386,698.4499970674515,1,542.77001953125,5473.75,Rendimiento Estándar
2024-02-10,3,56,97.23214283585548,622.4200001358986,0,0,62242,Rendimiento Estándar
2024-02-10,4,54,101.81481540203094,730.7499976754189,0,0,73075,Rendimiento Estándar
2024-02-10,5,52,102.6923071879607,692.5300000905991,0,0,69253,Rendimiento Estándar
2024-02-11,1,68,97.48529432451024,915.4399999380112,0,0,91544,Rendimiento Estándar
2024-02-11,2,64,100.17187502235174,793.5899982452393,3,1820.7900390625,1318.91,Rendimiento Estándar
2024-02-11,3,55,101.6545459357175,603.4500032067299,1,116.08000183105469,3757.47,Rendimiento Estándar
2024-02-11,4,44,100.25000030344182,543.2799999713898,0,0,54328,Rendimiento Estándar
2024-02-11,5,51,97.39215689546921,631.3000034689903,0,0,63130,Rendimiento Estándar
2024-02-12,1,65,96.38461571473341,784.1700018048286,1,468.6300048828125,16900.22,Rendimiento Estándar
2024-02-12,2,51,104.03921557407753,633.460001707077,3,809.2599945068359,1453.56,Rendimiento Estándar
2024-02-12,3,75,99.30666629473367,987.1000014543533,0,0,98710,Rendimiento Estándar
2024-02-12,4,79,103.88607609121105,979.0200012922287,1,984.1500244140625,2156.91,Rendimiento Estándar
2024-02-12,5,56,102.37500028950828,651.10999751091,2,997.1600036621094,1596.25,Rendimiento Estándar
2024-02-13,1,60,96.96666697661081,723.6200053691864,0,0,72362,Rendimiento Estándar
2024-02-13,2,64,95.04687506705523,770.0300016999245,2,1525.2099609375,1194.77,Rendimiento Estándar
2024-02-13,3,60,98.06666672229767,760.0600001811981,1,60.54999923706055,2896.57,Rendimiento Estándar
2024-02-13,4,51,100.19607836124945,747.32000041008,0,0,74732,Rendimiento Estándar
2024-02-13,5,50,95.85999989509583,581.790000975132,2,362.3200035095215,687.37,Rendimiento Estándar
2024-02-14,1,61,99.72131115491273,827.5199925899506,0,0,82752,Rendimiento Estándar
2024-02-14,2,56,100.03571371947015,762.0899945497513,0,0,76209,Rendimiento Estándar
2024-02-14,3,57,104.70175450308281,654.8100031018257,0,0,65481,Rendimiento Estándar
2024-02-14,4,57,96.66666639478582,760.7200044393539,2,672.6400146484375,12850,Rendimiento Estándar
2024-02-14,5,66,99.43939366123892,936.2500046491623,1,567.3599853515625,1997.97,Rendimiento Estándar
2024-02-15,1,62,98.37096785345385,718.3000021576881,1,552.1500244140625,2045.27,Rendimiento Estándar
2024-02-15,2,65,98.52307750628545,840.6000025272369,0,0,84060,Rendimiento Estándar
2024-02-15,3,58,102.98275834527509,784.6200026273727,0,0,78462,Rendimiento Estándar
2024-02-15,4,52,97.28846160265115,764.6499975323677,1,572.6300048828125,4435.32,Rendimiento Estándar
2024-02-15,5,57,105.03508772766381,762.3500010967255,0,0,76235,Rendimiento Estándar
2024-02-16,1,43,104.55813920775125,590.0700033903122,0,0,59007,Rendimiento Estándar
2024-02-16,2,66,97.06060606421846,825.020002245903,2,1738.030029296875,2282.84,Rendimiento Estándar
2024-02-16,3,59,97.11864398697675,791.6500052809715,2,983.2499847412109,1282.23,Rendimiento Estándar
2024-02-16,4,54,100.59259268972609,658.4000026583672,0,0,65840,Rendimiento Estándar
2024-02-16,5,61,103.70491772401529,774.6099987030029,0,0,77461,Rendimiento Estándar
2024-02-17,1,63,97.80952362787157,838.0799995064735,1,174.61000061035156,2230.72,Rendimiento Estándar
2024-02-17,2,54,107.03703727987077,635.8799979090691,0,0,63588,Rendimiento Estándar
2024-02-17,3,72,102.16666675276227,867.4399988651276,0,0,86744,Rendimiento Estándar
2024-02-17,4,66,101.63636433355737,867.0999976396561,1,509.9700012207031,4127.08,Rendimiento Estándar
2024-02-17,5,74,103.85135130302325,894.5500100851059,0,0,89455,Rendimiento Estándar
2024-02-18,1,68,102.80882304205615,862.3500026464462,0,0,86235,Rendimiento Estándar
2024-02-18,2,54,101.03703682069425,614.2900019288063,1,476.79998779296875,20206.91,Rendimiento Estándar
2024-02-18,3,45,100.88888857099745,613.5199991464615,0,0,61352,Rendimiento Estándar
2024-02-18,4,61,96.59016376636067,731.6000014543533,1,817.1500244140625,9391.53,Rendimiento Estándar
2024-02-18,5,65,97.32307700010446,731.0600010156631,0,0,73106,Rendimiento Estándar
2024-02-19,1,52,94.82692342538101,659.9300009608269,0,0,65993,Rendimiento Estándar
2024-02-19,2,46,105.23913113967231,618.4699996709824,1,526.6799926757812,4262.37,Rendimiento Estándar
2024-02-19,3,59,99.83050843416635,726.6600021719933,1,726.2000122070312,1687.16,Rendimiento Estándar
2024-02-19,4,58,96.70689671204008,788.4900002479553,0,0,78849,Rendimiento Estándar
2024-02-19,5,58,98.06896550902005,646.7699991464615,1,662.8499755859375,4308.93,Rendimiento Estándar
2024-02-20,1,72,98.83333353532684,926.8400012254715,0,0,92684,Rendimiento Estándar
2024-02-20,2,53,92.60377355341642,708.380001783371,0,0,70838,Rendimiento Estándar
2024-02-20,3,52,104.8846151966315,719.8099949359894,0,0,71981,Rendimiento Estándar
2024-02-20,4,68,102.2647063521778,770.4299988746643,0,0,77043,Rendimiento Estándar
2024-02-20,5,48,99.83333324392638,501.7499970793724,0,0,50175,Rendimiento Estándar
2024-02-21,1,59,103.77966084722745,759.4500031471252,0,0,75945,Rendimiento Estándar
2024-02-21,2,62,95.24193569537131,833.5100008249283,0,0,83351,Rendimiento Estándar
2024-02-21,3,58,94.58620681844909,751.9300014972687,0,0,75193,Rendimiento Estándar
2024-02-21,4,69,97.44927546252376,940.2400010824203,1,482.6300048828125,8722.08,Rendimiento Estándar
2024-02-21,5,64,100.43750023469329,821.7799961566925,0,0,82178,Rendimiento Estándar
2024-02-22,1,59,101.38983059737643,814.639995932579,1,709.6099853515625,2342.27,Rendimiento Estándar
2024-02-22,2,46,102.4347828782123,571.2899990081787,1,760.47998046875,3200.5,Rendimiento Estándar
2024-02-22,3,71,103.84507061729968,840.6000007987022,0,0,84060,Rendimiento Estándar
2024-02-22,4,54,100.61111108020499,614.6000015735626,0,0,61460,Rendimiento Estándar
2024-02-22,5,57,92.61403522993389,788.500003695488,2,1668.3699951171875,1159.22,Rendimiento Estándar
2024-02-23,1,56,103.6607142005648,721.560001373291,1,211.14999389648438,8756.8,Rendimiento Estándar
2024-02-23,2,60,95.16666700442632,802.1599974632263,0,0,80216,Rendimiento Estándar
2024-02-23,3,65,97.46153813142044,860.8099946379662,0,0,86081,Rendimiento Estándar
2024-02-23,4,66,104.90909164602107,830.0800042152405,0,0,83008,Rendimiento Estándar
2024-02-23,5,54,106.29629636252369,713.07000207901,0,0,71307,Rendimiento Estándar
2024-02-24,1,50,100.58000040054323,614.4600028395653,0,0,61446,Rendimiento Estándar
2024-02-24,2,72,94.22222226858139,961.959993481636,1,457.6099853515625,27642.53,Rendimiento Estándar
2024-02-24,3,60,96.93333387374878,815.76999771595,0,0,81577,Rendimiento Estándar
2024-02-24,4,66,107.1969702388301,880.4900016784668,2,1303.7900085449219,1313.77,Rendimiento Estándar
2024-02-24,5,66,99.28787865421988,853.4400032162666,1,462.42999267578125,3085.47,Rendimiento Estándar
2024-02-25,1,68,100.26470492867863,863.9300022125244,1,341.010009765625,6461.71,Rendimiento Estándar
2024-02-25,2,47,101.08510661632457,633.820004761219,1,580.1400146484375,1461.76,Rendimiento Estándar
2024-02-25,3,61,97.81967215850706,680.3100033402443,0,0,68031,Rendimiento Estándar
2024-02-25,4,73,96.17808240733736,935.1300002336502,0,0,93513,Rendimiento Estándar
2024-02-25,5,69,99.24637727115466,870.9499998688698,0,0,87095,Rendimiento Estándar
2024-02-26,1,63,95.38095262315538,826.430005133152,1,863.1400146484375,7513,Rendimiento Estándar
2024-02-26,2,59,98.94915293839018,772.6299993395805,1,262.8900146484375,3544.17,Rendimiento Estándar
2024-02-26,3,61,100.3278685397789,720.6300002336502,0,0,72063,Rendimiento Estándar
2024-02-26,4,57,99.45614024212486,770.9999982118607,0,0,77100,Rendimiento Estándar
2024-02-26,5,64,98.00000041723251,704.4499949812889,0,0,70445,Rendimiento Estándar
2024-02-27,1,62,101.59677440120328,650.2300031781197,0,0,65023,Rendimiento Estándar
2024-02-27,2,59,99.27118562035642,736.800003349781,0,0,73680,Rendimiento Estándar
2024-02-27,3,59,102.2203382799181,752.1799998283386,0,0,75218,Rendimiento Estándar
